City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
2192362,Christchurch,NZ,-43.5333,172.6333,64.33,67,75,24.16
2123814,Leningradskiy,RU,69.3833,178.4167,-1.57,81,98,3.18
293842,Kiryat Gat,IL,31.61,34.7642,55.38,100,0,1.01
287286,Muscat,OM,23.6139,58.5922,75.2,88,0,2.3
1132495,Nahrin,AF,36.0649,69.1334,39.87,81,57,0.29
779554,Honningsvåg,NO,70.9821,25.9704,21.2,79,20,10.36
2643044,Margate,GB,51.3813,1.3862,41.07,79,82,8.5
1803886,Lianran,CN,24.9227,102.485,55.38,50,0,8.95
3397675,Jaguaribe,BR,-5.8906,-38.6219,80.94,59,58,4.68
1687894,Santa Rosa,PH,14.3122,121.1114,80.55,83,75,3.38
2126710,Beringovskiy,RU,63.05,179.3167,2.16,74,0,6.02
4190953,Dawson,US,31.7735,-84.4466,77.92,47,90,5.75
3393536,Olinda,BR,-8.0089,-34.8553,78.8,69,75,10.36
778707,Mehamn,NO,71.0357,27.8492,21.2,79,20,10.36
3647444,Calabozo,VE,8.9242,-67.4293,88.29,45,91,7.7
4031637,Lavrentiya,RU,65.5833,-171.0,17.74,92,86,3.65
6180550,Whitehorse,CA,60.7161,-135.0538,26.17,50,40,14.97
5367788,Lompoc,US,34.6391,-120.4579,49.37,58,75,20.71
3598825,Chahal Guatemala,GT,15.75,-89.5667,84.81,58,11,5.64
3393471,Oriximiná,BR,-1.7656,-55.8661,79.56,79,100,3.53
1519924,Kushmurun,KZ,52.4503,64.6311,-1.64,86,26,10.2
2120530,Tomari,RU,47.7658,142.0683,39.42,58,12,6.38
2186111,Ngunguru,NZ,-35.6167,174.5,71.01,82,100,1.99
371745,Kutum,SD,14.2,24.6667,69.84,9,0,7.29
2063042,Port Hedland,AU,-20.3167,118.5667,78.8,78,59,8.05
2455290,Kidal,ML,18.4411,1.4078,74.86,16,0,5.39
3374083,Bathsheba,BB,13.2167,-59.5167,78.8,69,20,11.5
4960771,Chesterville,US,44.5512,-70.0862,11.64,47,0,1.01
1847947,Shingū,JP,33.7333,135.9833,60.8,77,75,3.44
2331447,Maiduguri,NG,11.8464,13.1603,82.6,12,98,6.06
4787440,Staunton,US,38.1496,-79.0717,43.5,24,90,4.61
2063523,Perth,AU,-31.9333,115.8333,72.84,30,0,12.66
1631637,Pemangkat,ID,1.1667,108.9667,76.06,91,60,5.1
1106643,Quatre Cocos,MU,-20.2078,57.7625,77.0,88,40,3.44
3459435,Juquitiba,BR,-23.9317,-47.0683,71.87,78,40,9.22
6167817,Torbay,CA,47.6666,-52.7314,23.67,80,90,1.05
53654,Mogadishu,SO,2.0371,45.3438,79.79,81,95,15.66
2222230,Sangmélima,CM,2.9333,11.9833,67.86,97,81,4.83
3460960,Itabira,BR,-19.6192,-43.2269,66.27,97,41,1.99
2755249,Province of Groningen,NL,53.25,6.75,41.29,87,75,8.05
352733,Marsá Maţrūḩ,EG,31.3525,27.2453,55.4,88,0,5.75
510347,Pestravka,RU,52.405,49.9583,12.38,85,24,11.05
2109701,Auki,SB,-8.7676,160.7034,85.26,61,35,0.78
2026160,Borogontsy,RU,62.6683,131.1683,-6.21,96,75,5.88
3577430,Road Town,VG,18.4167,-64.6167,77.0,78,40,11.5
1264976,Leh,IN,34.1667,77.5833,20.19,65,92,4.54
1821935,Ta Khmau,KH,11.4833,104.95,77.0,83,20,8.05
2980080,Saint-François,FR,46.4154,3.9054,42.44,87,75,8.05
2654728,Bridlington,GB,54.0831,-0.1919,41.34,78,100,1.99
4946620,Palmer,US,42.1584,-72.3287,26.44,19,20,17.27
3347019,Mossamedes,AO,-15.1961,12.1522,76.03,81,91,4.14
5859699,College,US,64.8569,-147.8028,11.66,67,90,1.16
6063191,Mackenzie,CA,55.2999,-123.1698,33.8,37,1,13.8
2645988,Ivybridge,GB,50.3904,-3.9191,48.78,92,17,7.49
2446796,Bilma,NE,18.6853,12.9164,78.93,15,0,11.61
3694112,Paita,PE,-5.0892,-81.1144,80.6,69,40,9.22
1790959,Taicheng,CN,38.731,113.228,34.02,30,22,3.6
2206874,Waipawa,NZ,-41.4122,175.5153,64.06,88,90,24.16
1585660,Cho Dok,VN,10.7,105.1167,71.65,90,43,4.65
2208248,Kaitangata,NZ,-46.2817,169.8464,53.01,79,51,4.0
5557293,Sitka,US,57.0531,-135.33,37.4,87,90,10.36
4944903,Nantucket,US,41.2835,-70.0995,25.84,39,1,17.27
3141548,Rognan,NO,67.0953,15.3878,28.67,91,60,3.91
934649,Cap Malheureux,MU,-19.9842,57.6142,77.0,84,11,1.99
2122614,Okha,RU,53.5739,142.9478,27.81,83,0,4.81
5554072,Juneau,US,58.3019,-134.4197,28.71,86,90,17.27
3895061,Chimbarongo,CL,-34.7,-71.05,63.84,67,90,5.75
1278969,Along,IN,28.1667,94.7667,59.38,90,10,1.77
556463,Imeni Vorovskogo,RU,55.7233,38.3414,33.8,93,75,2.24
6111862,Port Hardy,CA,50.6996,-127.4199,41.7,60,40,5.75
338345,Edd,ER,13.9297,41.6925,84.09,32,0,21.94
1235846,Matara,LK,5.9485,80.5353,74.79,87,93,5.73
1628884,Sampit,ID,-2.5333,112.95,74.95,95,77,1.32
2174444,Bowen,AU,-20.0167,148.2333,82.4,74,82,5.75
1817858,Babu,CN,24.4167,111.5167,69.46,89,68,2.91
1685422,Sulangan,PH,11.1373,123.7228,81.61,78,95,6.33
88834,Tūkrah,LY,32.5341,20.5791,55.04,67,8,13.56
2635412,Truro,GB,50.2653,-5.0544,47.17,100,90,6.91
4439869,Olive Branch,US,34.9618,-89.8295,74.01,23,20,9.22
1714733,Dingle,PH,10.9995,122.6711,77.43,86,79,1.68
3418910,Upernavik,GL,72.7868,-56.1549,-4.36,86,64,15.75
1651810,Airai,TL,-8.9266,125.4092,63.72,90,96,1.16
3932145,Pisco,PE,-13.7,-76.2167,74.68,69,0,21.85
4845585,Westport,US,41.1415,-73.3579,30.63,19,1,11.5
3361934,Saldanha,ZA,-33.0117,17.9442,62.6,77,0,11.5
223816,Djibouti,DJ,11.5,42.5,78.8,69,20,4.61
237379,Ndélé,CF,8.4109,20.6473,79.27,58,83,8.55
6453355,Eina,NO,60.6295,10.5993,30.79,81,96,2.95
2391377,Tchaourou,BJ,8.8865,2.5975,83.14,42,47,8.25
935214,Saint-Pierre,RE,-21.3393,55.4781,75.04,73,0,6.91
698740,Odesa,UA,46.4775,30.7326,42.4,75,0,6.71
2158767,Mareeba,AU,-17.0,145.4333,81.93,70,75,5.75
935255,Sainte-Marie,RE,-20.8968,55.5496,74.57,78,20,11.5
2965482,Clara,IE,53.3425,-7.6139,49.35,87,100,5.99
174448,Abu Kamal,SY,34.4506,40.9171,63.41,24,3,9.57
5969025,Haines Junction,CA,60.7522,-137.5108,32.0,40,100,11.5
779350,Karasjok,NO,69.4719,25.5112,14.0,92,100,2.3
4345850,West Monroe,US,32.5185,-92.1476,80.38,44,1,14.97
1267390,Kavaratti,IN,10.5669,72.642,82.22,72,89,8.05
747793,Durusu,TR,41.3053,28.6767,50.0,87,75,10.36
1059507,Marovoay,MG,-16.1,46.6333,80.6,89,20,4.61
541647,Krasnyy Kut,RU,50.95,46.9667,19.72,77,91,11.5
112656,Tonekābon,IR,36.8163,50.8738,44.6,87,90,3.83
1626936,Singaparna,ID,-7.3515,108.111,70.72,92,79,1.52
2017658,Preobrazheniye,RU,42.9019,133.9064,35.35,57,97,11.05
2038154,Changping,CN,40.2186,116.2197,36.37,51,0,2.24
3835869,Santiago del Estero,AR,-27.7951,-64.2615,86.04,47,36,7.65
5134295,Rome,US,43.2128,-75.4557,27.63,17,1,8.05
5993072,Kitimat,CA,54.0524,-128.6534,35.01,80,100,3.87
495915,Shalya,RU,57.2471,58.7298,17.37,92,100,11.41
664344,Uivar,RO,45.6581,20.9058,38.71,100,75,13.8
3833859,Tres Arroyos,AR,-38.3739,-60.2798,78.62,35,96,12.41
3470837,Barbosa Ferraz,BR,-24.03,-52.0117,78.8,61,40,4.61
110690,Faya,SA,18.3851,42.4509,60.78,47,0,3.22
1062553,Mahanoro,MG,-19.9,48.8,73.74,91,15,6.4
3693345,Pucallpa,PE,-8.3791,-74.5539,80.6,78,40,2.3
1626099,Sumenep,ID,-7.0167,113.8667,79.25,83,95,3.18
686090,Asău,RO,46.4333,26.4,37.2,93,90,8.05
3865086,Bahía Blanca,AR,-38.7196,-62.2724,82.02,39,96,4.05
1337605,Mahibadhoo,MV,3.7833,72.9667,82.85,70,86,6.58
3994469,Ojinaga,MX,29.5667,-104.4167,74.21,8,1,8.05
777019,Vardø,NO,70.3705,31.1107,27.63,86,75,8.05
2644122,Llandrindod Wells,GB,52.2416,-3.3787,46.33,89,97,3.06
1527497,Kyzyl-Suu,KG,42.3414,78.0056,27.7,75,60,4.7
2088122,Port Moresby,PG,-9.4431,147.1797,78.8,83,40,5.75
3374210,São Filipe,CV,14.8961,-24.4956,72.32,70,95,7.56
749795,Çan,TR,40.0333,27.0524,50.13,87,75,9.22
2063036,Port Lincoln,AU,-34.7333,135.8667,65.53,80,88,10.54
108410,Riyadh,SA,24.6877,46.7219,71.6,13,87,11.5
1809498,Guilin,CN,25.2819,110.2864,62.6,100,75,0.81
5928065,Cornwall,CA,45.0181,-74.7281,19.4,38,1,5.75
6126749,Rocky Mountain House,CA,52.3668,-114.9188,35.6,48,47,4.61
3404558,Cabedelo,BR,-6.9811,-34.8339,78.8,83,20,9.22
3887127,Iquique,CL,-20.2208,-70.1431,73.4,68,0,16.11
515879,Oktyabr'skiy,RU,54.4815,53.471,6.03,86,6,10.49
2023333,Kachug,RU,53.9606,105.8817,3.51,93,100,1.48
296852,Erzin,TR,36.9559,36.2,53.01,87,79,7.0
1634954,Mranggen,ID,-7.0268,110.5158,78.8,94,40,2.19
2324857,Pindiga,NG,9.9833,10.9333,79.97,34,45,6.35
1863997,Fukuechō,JP,32.6881,128.8419,64.4,88,75,13.8
2512177,Puertollano,ES,38.6871,-4.1073,46.71,61,0,3.44
218680,Boende,CD,-0.2167,20.8667,72.09,96,97,2.55
2161608,Kensington,AU,-33.9167,151.2167,66.7,82,75,16.11
3115824,Muros,ES,42.7762,-9.0603,48.74,82,54,1.01
2656847,Atherton,GB,53.5237,-2.4935,46.22,79,98,4.34
2169535,Dalby,AU,-27.1833,151.2667,64.4,77,90,16.11
3996737,Rodolfo Sánchez Taboada,MX,31.7167,-116.5667,55.0,60,79,7.0
5364022,La Palma,US,33.8464,-118.0467,56.75,54,40,23.02
3470338,Bataiporã,BR,-22.2953,-53.2711,74.77,85,59,3.49
2527087,Tiznit Province,MA,29.5833,-9.5,66.22,39,90,1.9
2315026,Kasongo-Lunda,CD,-6.4667,16.8167,70.97,97,100,1.72
1168700,Ormara,PK,25.2088,64.6357,74.05,77,0,8.75
1786855,Yatou,CN,37.15,122.3833,38.8,40,0,20.24
3893726,Constitución,CL,-35.3333,-72.4167,56.89,83,33,3.62
146214,Paphos,CY,34.7667,32.4167,58.62,82,40,3.44
2561668,Santa Cruz,MA,30.4202,-9.5982,55.4,94,0,4.61
3670218,San Andrés,CO,12.5847,-81.7006,82.4,69,40,11.5
1213500,Tebingtinggi,ID,3.3285,99.1625,77.0,88,40,2.82
157429,Kilindoni,TZ,-7.9139,39.6668,81.79,73,0,7.25
1528998,Yumen,CN,40.2833,97.2,26.83,22,0,13.91
2129376,Kushiro,JP,42.975,144.3747,42.8,49,75,3.44
215527,Kabinda,CD,-6.1333,24.4833,68.7,84,82,0.45
2647984,Great Yarmouth,GB,52.6083,1.7305,37.26,93,40,5.75
2374583,Bubaque,GW,11.2833,-15.8333,79.02,63,19,18.23
3448257,São Sebastião,BR,-23.76,-45.4097,76.66,92,39,2.1
2966356,Bantry,IE,51.6833,-9.45,48.2,93,75,8.05
2028164,Deputatsky,RU,69.3,139.9,-19.93,93,100,7.31
1712224,Guisijan,PH,11.0932,122.0461,79.14,76,44,3.4
4156404,Gainesville,US,29.6516,-82.3248,79.84,41,1,8.05
1316703,Kyaukse,MM,21.6,96.1333,66.2,72,0,1.92
3466980,Caravelas,BR,-17.7125,-39.2481,75.02,82,0,5.57
2013375,Vitim,RU,59.4511,112.5578,8.6,92,100,9.75
3893629,Coquimbo,CL,-29.9533,-71.3436,62.6,82,75,8.05
3664525,Codajás,BR,-3.8367,-62.0569,76.66,93,91,2.19
2128975,Nemuro,JP,43.3236,145.575,34.54,70,0,11.25
6453316,Tromsø,NO,69.6496,18.957,28.18,74,40,5.75
536156,Leninsk,RU,48.7119,45.1994,32.0,43,75,15.66
